Date,Time,Open,High,Low,Close,Volume
2024.11.29,21:00,2652.54,2653.01,2648.54,2650.33,2642
2024.11.29,20:00,2660.53,2660.53,2651.64,2652.75,3776
2024.11.29,19:00,2662.13,2662.27,2657.49,2660.5,4568
2024.11.29,18:00,2658.92,2662.28,2657.92,2662.13,5033
2024.11.29,17:00,2653.59,2658.87,2650.68,2658.87,5443
2024.11.29,16:00,2658,2662.7,2651.86,2653.47,5561
2024.11.29,15:00,2660.26,2663.29,2656.22,2657.98,5522
2024.11.29,14:00,2659.59,2664.94,2659.02,2660.06,4034
2024.11.29,13:00,2662.75,2664.34,2659.45,2659.59,3597
2024.11.29,12:00,2664.17,2665.85,2661.31,2662.76,3890
2024.11.29,11:00,2657.18,2664.72,2655.95,2664.17,4023
2024.11.29,10:00,2660.55,2662.53,2654.56,2657.32,4090
2024.11.29,9:00,2665.31,2665.46,2658.98,2660.56,3854
2024.11.29,8:00,2662.3,2666.37,2661.72,2665.17,4519
2024.11.29,7:00,2659.85,2664.03,2659.38,2662.35,3950
2024.11.29,6:00,2660.13,2664.28,2658.36,2659.85,3091
2024.11.29,5:00,2657.42,2660.55,2654.8,2660.06,4025
2024.11.29,4:00,2644.94,2662.77,2644.82,2657.41,5148
2024.11.29,3:00,2636.06,2647.18,2634.03,2644.95,5388
2024.11.29,2:00,2638.79,2639.18,2635.68,2636.08,2746
2024.11.29,1:00,2637.58,2639.4,2637.24,2638.8,1360
2024.11.28,21:00,2639.8,2639.94,2636.96,2637.07,498
2024.11.28,20:00,2640.91,2641.34,2639.46,2639.8,597
2024.11.28,19:00,2642.09,2642.27,2639.59,2640.92,1635
2024.11.28,18:00,2638.15,2642.48,2637.5,2642.02,2796
2024.11.28,17:00,2641.15,2643.1,2636.24,2638.14,3856
2024.11.28,16:00,2647.08,2647.95,2640.83,2641.28,3932
2024.11.28,15:00,2645.98,2647.82,2642.74,2647.09,5012
2024.11.28,14:00,2646.92,2647.23,2643.91,2646.01,3043
2024.11.28,13:00,2647.55,2649.49,2644.92,2646.92,2913
2024.11.28,12:00,2646.14,2649.57,2644.84,2647.55,3128
2024.11.28,11:00,2644.03,2647.92,2642.74,2646.14,3287
2024.11.28,10:00,2637.2,2646.24,2635.69,2644,4018
2024.11.28,9:00,2636.81,2639.34,2634.57,2637.39,3207
2024.11.28,8:00,2633.42,2639.6,2631.86,2636.78,4110
2024.11.28,7:00,2631.28,2633.96,2630.13,2633.41,3444
2024.11.28,6:00,2630.29,2634.01,2629.34,2631.27,2377
2024.11.28,5:00,2628.18,2632.11,2625.71,2630.28,3221
2024.11.28,4:00,2628.82,2630.16,2625.59,2628.26,3966
2024.11.28,3:00,2635.69,2636.25,2620.92,2628.78,5801
2024.11.28,2:00,2637.12,2638.38,2635.09,2635.68,2174
2024.11.28,1:00,2637.8,2638.04,2636.27,2637.1,1075
2024.11.27,23:00,2636.93,2637.47,2634.76,2635.95,1070
2024.11.27,22:00,2634.67,2638.97,2634.25,2636.94,3456
2024.11.27,21:00,2638.98,2639.45,2633.89,2634.73,3300
2024.11.27,20:00,2637.26,2640.75,2636.56,2638.96,3689
2024.11.27,19:00,2639,2642.77,2635.37,2637.3,4586
2024.11.27,18:00,2642.47,2644.24,2638.15,2638.97,5235
2024.11.27,17:00,2651.05,2651.5,2635.52,2642.59,6005
2024.11.27,16:00,2656.19,2656.78,2649.12,2651.24,5387
2024.11.27,15:00,2651.25,2658.2,2645.81,2656.26,5703
2024.11.27,14:00,2651.12,2655.01,2649.54,2651.19,4038
2024.11.27,13:00,2648.69,2652.34,2643.46,2651.11,3790
2024.11.27,12:00,2648.32,2649.91,2647.73,2648.58,3599
2024.11.27,11:00,2653.61,2653.79,2647.82,2648.31,4011
2024.11.27,10:00,2646.24,2653.67,2645.22,2653.55,4849
2024.11.27,9:00,2647.71,2648.41,2645.9,2646.6,3627
2024.11.27,8:00,2642.11,2647.95,2638.97,2647.68,4498
2024.11.27,7:00,2638.97,2645.75,2638.15,2642.02,3619
2024.11.27,6:00,2637.68,2640.57,2636.59,2638.98,2421
2024.11.27,5:00,2637.59,2639.39,2635.89,2637.72,3407
2024.11.27,4:00,2631.38,2640.47,2631.16,2637.58,4693
2024.11.27,3:00,2627.81,2632.71,2627,2631.46,4839
2024.11.27,2:00,2632.29,2633.09,2627.26,2627.74,2162
2024.11.27,1:00,2630.47,2634.15,2630.16,2632.29,1399
2024.11.26,23:00,2631.73,2633.53,2630.73,2633.02,1421
2024.11.26,22:00,2628.06,2632.85,2627.49,2631.7,3509
2024.11.26,21:00,2623.16,2628.89,2622.41,2628.06,3879
2024.11.26,20:00,2624.99,2624.99,2619.56,2622.61,4305
2024.11.26,19:00,2628.6,2628.61,2624.97,2625.02,4438
2024.11.26,18:00,2629.56,2631.4,2626.4,2628.71,4759
2024.11.26,17:00,2622.02,2632.76,2620.25,2629.4,5715
2024.11.26,16:00,2629.84,2633.78,2616.84,2622.05,5851
2024.11.26,15:00,2630.96,2641.9,2624.03,2629.96,6018
2024.11.26,14:00,2633.24,2634.74,2629.29,2630.95,4663
2024.11.26,13:00,2631.38,2633.21,2627.66,2633.12,3934
2024.11.26,12:00,2626.04,2633.13,2625.1,2631.37,4369
2024.11.26,11:00,2613.39,2627.06,2612.88,2625.98,4752
2024.11.26,10:00,2614.03,2618.24,2612.51,2613.47,4764
2024.11.26,9:00,2621.96,2622.86,2610.89,2614.13,4341
2024.11.26,8:00,2624.4,2625.95,2621.1,2622.06,4585
2024.11.26,7:00,2626.37,2626.43,2617.83,2624.34,4157
2024.11.26,6:00,2630.36,2631.42,2625.05,2626.33,2986
2024.11.26,5:00,2625.33,2631.05,2622.96,2630.34,3906
2024.11.26,4:00,2628.13,2630.44,2624.97,2625.35,4722
2024.11.26,3:00,2619.88,2632.15,2618.13,2628.06,5573
2024.11.26,2:00,2610.42,2624.4,2608.41,2619.9,4509
2024.11.26,1:00,2625.01,2628.45,2604.86,2610.42,3230
2024.11.25,23:00,2625.99,2628.32,2625,2625.46,1469
2024.11.25,22:00,2625.74,2628.76,2622.69,2626.02,3483
2024.11.25,21:00,2618.72,2626.23,2618.26,2625.65,3664
2024.11.25,20:00,2627.67,2628.49,2615.6,2618.74,4653
2024.11.25,19:00,2631.99,2634.19,2624.62,2627.8,4542
2024.11.25,18:00,2628.41,2639.37,2628.41,2632.08,5289
2024.11.25,17:00,2641.36,2641.7,2626.32,2628.35,5918
2024.11.25,16:00,2678.28,2678.75,2633.67,2641.34,6367
2024.11.25,15:00,2680.75,2687.8,2676.72,2678.31,5673
2024.11.25,14:00,2686.82,2686.92,2679.97,2680.92,3885
2024.11.25,13:00,2677.65,2688.73,2677.65,2686.78,3890
2024.11.25,12:00,2673.77,2678.05,2668.86,2677.72,4078
2024.11.25,11:00,2672.03,2675.15,2669.84,2673.88,4601
2024.11.25,10:00,2667.74,2673.62,2667.21,2672.01,4930
2024.11.25,9:00,2666.95,2672.58,2663.86,2667.82,4740
2024.11.25,8:00,2664.95,2669.93,2661.74,2666.93,5348
2024.11.25,7:00,2672.6,2674.02,2657.72,2664.78,4859
2024.11.25,6:00,2672.11,2676.34,2663.91,2672.5,3973
2024.11.25,5:00,2695.21,2697.41,2659.03,2672.11,5167
2024.11.25,4:00,2701.3,2704.47,2692.38,2695.2,5028
2024.11.25,3:00,2710.87,2710.87,2694.9,2701.19,6014
2024.11.25,2:00,2719.84,2720.1,2709.86,2710.59,3954
2024.11.25,1:00,2692.25,2721.31,2691.7,2719.87,4084
2024.11.22,23:00,2705.83,2715.5,2705.83,2715.34,1962
2024.11.22,22:00,2708.12,2708.86,2705.12,2705.96,3662
2024.11.22,21:00,2711,2711.41,2707.02,2708.2,3658
2024.11.22,20:00,2706.82,2711.42,2706.71,2710.89,4241
2024.11.22,19:00,2705.15,2707.26,2703.58,2706.8,4311
2024.11.22,18:00,2703.79,2706.59,2700.84,2705.14,5303
2024.11.22,17:00,2694.38,2704.98,2694.38,2703.66,6151
2024.11.22,16:00,2693.04,2696.28,2684.6,2694.1,6119
2024.11.22,15:00,2702.79,2704.13,2689.4,2692.91,6061
2024.11.22,14:00,2698.8,2704.86,2697.11,2702.98,4899
2024.11.22,13:00,2707.74,2709.99,2697.07,2698.8,4997
2024.11.22,12:00,2703.45,2708.56,2702.66,2707.67,4833
2024.11.22,11:00,2697.29,2707.44,2693.58,2703.26,5634
2024.11.22,10:00,2696.27,2700.39,2694.78,2697.33,5162
2024.11.22,9:00,2692.86,2698.93,2690.49,2696.38,4505
2024.11.22,8:00,2686.65,2693.23,2685.9,2692.75,4749
2024.11.22,7:00,2688.89,2689.11,2683.14,2686.59,4412
2024.11.22,6:00,2686.23,2692.26,2682.94,2688.75,3313
2024.11.22,5:00,2686.01,2690.54,2681.47,2686.18,4666
2024.11.22,4:00,2677.74,2686.41,2677.3,2686.01,4615
2024.11.22,3:00,2673.11,2679.45,2673.11,2677.87,4963
2024.11.22,2:00,2669.23,2673.54,2668.94,2673.09,2822
2024.11.22,1:00,2669.66,2670,2668.21,2669.23,1708
2024.11.21,23:00,2671.54,2671.87,2668.02,2669.41,1589
2024.11.21,22:00,2669.7,2671.83,2668.59,2671.53,3367
2024.11.21,21:00,2672.41,2673.44,2667.86,2669.64,3684
2024.11.21,20:00,2671.85,2673.02,2669.03,2672.41,4287
2024.11.21,19:00,2664.67,2672.82,2661.78,2671.79,4899
2024.11.21,18:00,2667.8,2669.69,2661.32,2664.69,5634
2024.11.21,17:00,2664.77,2670.52,2664.42,2667.75,5763
2024.11.21,16:00,2665.53,2671.56,2661.49,2664.9,5913
2024.11.21,15:00,2663.18,2667.64,2660.46,2665.44,5835
2024.11.21,14:00,2671.59,2671.81,2663.05,2663.31,4335
2024.11.21,13:00,2669.93,2673.47,2668.31,2671.51,4113
2024.11.21,12:00,2668.84,2670.31,2665.09,2669.88,3743
2024.11.21,11:00,2668.81,2671.66,2663.53,2668.83,4837
2024.11.21,10:00,2662.92,2670.32,2662.03,2668.85,4606
2024.11.21,9:00,2661.15,2664.48,2660.07,2663.08,4067
2024.11.21,8:00,2656.93,2662.19,2656.59,2661.39,4518
2024.11.21,7:00,2657,2658.14,2654.63,2656.87,3797
2024.11.21,6:00,2656.91,2658.93,2656.86,2656.98,2311
2024.11.21,5:00,2653.6,2657.14,2650.38,2656.92,3507
2024.11.21,4:00,2653.45,2658.23,2652.52,2653.66,3938
2024.11.21,3:00,2658.61,2660.41,2651.81,2653.29,4852
2024.11.21,2:00,2652.21,2658.82,2651.82,2658.43,2902
2024.11.21,1:00,2649.8,2652.94,2648.63,2652.22,1536
2024.11.20,23:00,2648.94,2650.5,2648.04,2650.08,1686
2024.11.20,22:00,2650.78,2651.12,2647.3,2648.92,3648
2024.11.20,21:00,2648.65,2653.04,2648.6,2650.83,3704
2024.11.20,20:00,2651.91,2652.09,2645.4,2648.63,4505
2024.11.20,19:00,2650.66,2655.35,2649.27,2651.84,4699
2024.11.20,18:00,2648.83,2650.86,2646.14,2650.65,5186
2024.11.20,17:00,2643.15,2648.88,2640.85,2648.88,5477
2024.11.20,16:00,2636.09,2646.37,2634.18,2643.18,5559
2024.11.20,15:00,2631.83,2640.4,2631.23,2636.06,5408
2024.11.20,14:00,2628.09,2632.34,2627.07,2631.78,4610
2024.11.20,13:00,2625.09,2628.15,2621.5,2628.11,4196
2024.11.20,12:00,2621.88,2626.2,2620.94,2625.09,4067
2024.11.20,11:00,2624.13,2625.62,2621.03,2621.91,4407
2024.11.20,10:00,2621.45,2624.44,2618.91,2624.14,4633
2024.11.20,9:00,2629.3,2630.18,2621.3,2621.59,4580
2024.11.20,8:00,2636.65,2637.05,2628.65,2629.56,4862
2024.11.20,7:00,2636.51,2638.5,2634.93,2636.84,3862
2024.11.20,6:00,2637.99,2638.79,2636.16,2636.6,2322
2024.11.20,5:00,2640.14,2641.2,2637.64,2637.95,3387
2024.11.20,4:00,2639.61,2641.75,2638.36,2640.17,4045
2024.11.20,3:00,2637.89,2641.48,2635.78,2639.57,4919
2024.11.20,2:00,2635.17,2639.05,2634.78,2637.82,2742
2024.11.20,1:00,2632,2635.55,2631.79,2635.18,1651
2024.11.19,23:00,2633.87,2633.93,2630.61,2632.11,1541
2024.11.19,22:00,2630.69,2634.57,2630.41,2633.76,2586
2024.11.19,21:00,2630.24,2631.52,2628.84,2630.7,3353
2024.11.19,20:00,2628.14,2630.36,2626.32,2630.11,3943
2024.11.19,19:00,2626.32,2633.08,2625.66,2628.1,4546
2024.11.19,18:00,2624.53,2628.36,2622.41,2626.47,5325
2024.11.19,17:00,2623.27,2628.63,2621,2624.48,5878
2024.11.19,16:00,2635.18,2636.81,2622.89,2623.53,6282
2024.11.19,15:00,2639.25,2639.4,2629.27,2635.25,6013
2024.11.19,14:00,2629.57,2639.33,2628.8,2639.2,4827
2024.11.19,13:00,2635.05,2635.97,2629.06,2629.58,4357
2024.11.19,12:00,2629.95,2636.49,2629.92,2635.05,4526
2024.11.19,11:00,2626.09,2634.44,2625.29,2630.28,5628
2024.11.19,10:00,2619.02,2627.01,2618.7,2626.34,5162
2024.11.19,9:00,2625.12,2625.21,2617.73,2619.08,4382
2024.11.19,8:00,2622.57,2626.61,2621.37,2625.15,4582
2024.11.19,7:00,2622.8,2623.39,2620.85,2622.55,3707
2024.11.19,6:00,2624.51,2625.1,2621.49,2622.9,2961
2024.11.19,5:00,2622.44,2625.6,2621.25,2624.5,3851
2024.11.19,4:00,2615.6,2624.11,2615.6,2622.51,4598
2024.11.19,3:00,2613.53,2617.78,2611.53,2615.62,5041
2024.11.19,2:00,2612.67,2613.71,2610.95,2613.34,2222
2024.11.19,1:00,2611.74,2613.08,2610.23,2612.67,1086
2024.11.18,23:00,2610.33,2612.26,2609.87,2611.72,1305
2024.11.18,22:00,2609.77,2611.53,2608.28,2610.26,2956
2024.11.18,21:00,2611.23,2612.57,2608.37,2609.8,3348
2024.11.18,20:00,2610.4,2612.02,2607.67,2611.12,3904
2024.11.18,19:00,2611.57,2611.94,2607.37,2610.44,4309
2024.11.18,18:00,2613.06,2615.02,2609.41,2611.56,5012
2024.11.18,17:00,2608.45,2613.37,2605.9,2612.95,5507
2024.11.18,16:00,2603.96,2610.16,2602.77,2608.13,5758
2024.11.18,15:00,2595.1,2604.98,2592.95,2603.88,5649
2024.11.18,14:00,2594.39,2597.12,2590.38,2595.15,4525
2024.11.18,13:00,2594.09,2595.39,2590.56,2594.44,4105
2024.11.18,12:00,2595.78,2596.7,2589.55,2594.07,4327
2024.11.18,11:00,2585.53,2597.26,2583.79,2595.69,4979
2024.11.18,10:00,2582.53,2590.01,2582.08,2585.65,4912
2024.11.18,9:00,2586,2587.08,2581.71,2582.9,4133
2024.11.18,8:00,2585.48,2587.65,2580.41,2585.95,4867
2024.11.18,7:00,2592.21,2592.31,2585.08,2585.56,4174
2024.11.18,6:00,2589.84,2593.11,2589.25,2592.27,2523
2024.11.18,5:00,2591.1,2592.49,2587.78,2589.85,3673
2024.11.18,4:00,2586.92,2594.99,2586.81,2591.14,4879
2024.11.18,3:00,2576.56,2597.27,2576.56,2587.01,5998
2024.11.18,2:00,2571.35,2577.17,2569.87,2576.56,3367
2024.11.18,1:00,2564.94,2575.56,2564.79,2571.4,3309
2024.11.15,23:00,2562.17,2562.41,2560.94,2561.78,1183
2024.11.15,22:00,2563.82,2563.86,2559.78,2562.22,4146
2024.11.15,21:00,2567.58,2568.01,2562.76,2563.86,3812
2024.11.15,20:00,2562.98,2567.74,2559.45,2567.48,4565
2024.11.15,19:00,2562.17,2564.75,2560.15,2562.92,4919
2024.11.15,18:00,2570.76,2573.31,2562.05,2562.14,5804
2024.11.15,17:00,2572.89,2576.05,2565.11,2570.74,6226
2024.11.15,16:00,2565.21,2575.56,2564.32,2572.93,6313
2024.11.15,15:00,2569.37,2575.67,2561.31,2565.32,6383
2024.11.15,14:00,2570.7,2571.05,2565.49,2569.21,4501
2024.11.15,13:00,2567.72,2573.34,2566.62,2570.78,4611
2024.11.15,12:00,2564,2570.42,2563.04,2567.93,4685
2024.11.15,11:00,2566.82,2568.88,2563.91,2564,4492
2024.11.15,10:00,2563.74,2568.92,2560.92,2566.85,4951
2024.11.15,9:00,2561.33,2564.82,2559.33,2563.73,4266
2024.11.15,8:00,2559.95,2563.57,2554.58,2561.39,5119
2024.11.15,7:00,2567.04,2567.23,2559.78,2559.99,4043
2024.11.15,6:00,2567.69,2569.49,2567.04,2567.08,2383
2024.11.15,5:00,2570.18,2571.1,2567.62,2567.74,3498
2024.11.15,4:00,2565,2571.08,2564.87,2570.19,4692
2024.11.15,3:00,2566.84,2571.71,2563.1,2564.95,5260
2024.11.15,2:00,2566.87,2567.62,2565.91,2566.85,2661
2024.11.15,1:00,2565.12,2567.2,2564.78,2566.88,1743
2024.11.14,23:00,2567.34,2569.51,2564.1,2564.53,2229
2024.11.14,22:00,2575.94,2576.58,2563.9,2567.16,5730
2024.11.14,21:00,2569.88,2576.86,2569.85,2575.98,4011
2024.11.14,20:00,2573.1,2573.43,2567.16,2569.9,4650
2024.11.14,19:00,2574.01,2575.86,2567.54,2572.93,5197
2024.11.14,18:00,2570.35,2577.42,2569.21,2573.96,5494
2024.11.14,17:00,2559.52,2572.89,2558.65,2570.27,6220
2024.11.14,16:00,2557.13,2565.93,2554.34,2559.63,6231
2024.11.14,15:00,2552.2,2560.27,2551.27,2557.18,6208
2024.11.14,14:00,2553.68,2556.88,2550.08,2552.16,4950
2024.11.14,13:00,2547.09,2555.04,2545.15,2553.63,5229
2024.11.14,12:00,2543.53,2547.99,2539.02,2546.99,4855
2024.11.14,11:00,2556.31,2558.32,2536.77,2543.51,5394
2024.11.14,10:00,2556.92,2559.68,2554.48,2556.13,5027
2024.11.14,9:00,2555.07,2558.87,2550.15,2556.75,4934
2024.11.14,8:00,2558.71,2560.5,2551.94,2555.07,5133
2024.11.14,7:00,2565.17,2565.2,2555.33,2558.64,4646
2024.11.14,6:00,2560.68,2565.3,2559.27,2565.17,3157
2024.11.14,5:00,2560.59,2565.08,2559.98,2560.72,3957
2024.11.14,4:00,2562.48,2564.63,2558.95,2560.68,5009
2024.11.14,3:00,2572.5,2572.83,2561.55,2562.56,5587
2024.11.14,2:00,2570.98,2574.71,2569.6,2572.48,2833
2024.11.14,1:00,2574.82,2581.29,2568.87,2570.93,2981
2024.11.13,23:00,2573.64,2577.06,2572.65,2572.7,1748
2024.11.13,22:00,2580.97,2581.14,2572.97,2573.73,4077
2024.11.13,21:00,2582.75,2584.78,2580.59,2580.98,3911
2024.11.13,20:00,2583.29,2585.42,2579.56,2582.75,4654
2024.11.13,19:00,2585.73,2586.75,2577.56,2583.32,5723
2024.11.13,18:00,2605.29,2605.95,2584.74,2585.82,5814
2024.11.13,17:00,2602.16,2606.89,2593.63,2605.37,6454
2024.11.13,16:00,2612.21,2616.36,2601.2,2602.29,6404
2024.11.13,15:00,2609.65,2618.81,2607.13,2612.31,6122
2024.11.13,14:00,2610.83,2612.71,2608.93,2609.65,4262
2024.11.13,13:00,2609.07,2611.6,2605.85,2610.82,3827
2024.11.13,12:00,2608.6,2610.44,2606.93,2609.06,3785
2024.11.13,11:00,2607.65,2611.6,2607.39,2608.65,4275
2024.11.13,10:00,2605.99,2610.66,2601.06,2607.62,4730
2024.11.13,9:00,2605.34,2607.41,2604.3,2606.24,3669
2024.11.13,8:00,2605.79,2607.44,2604.22,2605.33,4242
2024.11.13,7:00,2606.33,2607.92,2603.6,2605.79,3784
2024.11.13,6:00,2611.6,2612.42,2606.11,2606.24,2956
2024.11.13,5:00,2612.14,2613.34,2606.36,2611.61,3833
2024.11.13,4:00,2608.25,2612.6,2605.17,2612.13,4457
2024.11.13,3:00,2599.45,2611.19,2599.45,2607.98,5294
2024.11.13,2:00,2598.97,2599.9,2598.04,2599.42,2191
2024.11.13,1:00,2598.53,2599.82,2597.57,2598.97,1277
2024.11.12,23:00,2599.96,2600.69,2597.2,2597.98,1531
2024.11.12,22:00,2598.05,2601.35,2595.09,2599.61,3531
2024.11.12,21:00,2599.27,2601.29,2597.9,2598.12,3682
2024.11.12,20:00,2597.54,2602.05,2596.4,2599.26,4518
2024.11.12,19:00,2600.76,2601.1,2592.46,2597.46,5073
2024.11.12,18:00,2598.46,2604.18,2597.77,2600.74,5467
2024.11.12,17:00,2610.36,2611.73,2597.41,2598.41,5962
2024.11.12,16:00,2611.62,2616.96,2609.02,2610.37,6033
2024.11.12,15:00,2605.24,2616.37,2604.47,2611.58,5909
2024.11.12,14:00,2597.84,2607.09,2597.84,2605.26,5287
2024.11.12,13:00,2596.7,2599.13,2592.44,2597.83,4772
2024.11.12,12:00,2593.28,2598.63,2589.81,2596.69,4658
2024.11.12,11:00,2600.39,2600.75,2590.87,2593.31,4957
2024.11.12,10:00,2598.51,2606.49,2598.01,2600.64,5070
2024.11.12,9:00,2607.91,2609.05,2595.14,2598.06,4983
2024.11.12,8:00,2606.84,2610.14,2603.47,2607.94,5241
2024.11.12,7:00,2617.9,2618.13,2605.4,2606.89,4665
2024.11.12,6:00,2618.83,2619.08,2615.57,2617.76,3222
2024.11.12,5:00,2622.01,2623.79,2618.75,2618.93,3562
2024.11.12,4:00,2623.97,2625.43,2620.47,2622.04,4650
2024.11.12,3:00,2623.99,2627.13,2619.2,2624.05,5110
2024.11.12,2:00,2624.02,2625.08,2622.25,2624.02,2547
2024.11.12,1:00,2619.5,2624.09,2619.29,2624.01,1329
2024.11.11,23:00,2621.96,2623.04,2619.17,2619.3,1296
2024.11.11,22:00,2619.25,2626.17,2619.25,2621.96,3185
2024.11.11,21:00,2618.93,2620.6,2617.82,2619.11,2936
2024.11.11,20:00,2612.54,2619.21,2610.59,2618.96,3824
2024.11.11,19:00,2615.16,2616.96,2611.52,2612.56,4092
2024.11.11,18:00,2614.54,2618.05,2612.55,2614.91,5020
2024.11.11,17:00,2623.04,2626.28,2613.45,2614.55,5842
2024.11.11,16:00,2635.54,2635.63,2617.71,2622.48,6303
2024.11.11,15:00,2657.1,2657.53,2634.33,2635.49,6092
2024.11.11,14:00,2662.62,2663.19,2656.68,2657.24,4647
2024.11.11,13:00,2661.86,2666.99,2658.97,2662.6,4482
2024.11.11,12:00,2666.84,2675.33,2660.95,2661.91,4543
2024.11.11,11:00,2669.51,2670.85,2663.85,2666.85,4657
2024.11.11,10:00,2669.37,2671.75,2667.6,2669.52,4636
2024.11.11,9:00,2673.27,2674.03,2668.83,2669.57,4403
2024.11.11,8:00,2669.22,2674.05,2668.48,2673.21,4075
2024.11.11,7:00,2672.19,2674.26,2667.04,2669.24,4112
2024.11.11,6:00,2670.19,2672.35,2668.86,2672.14,3386
2024.11.11,5:00,2671.74,2671.98,2668.03,2670.3,3356
2024.11.11,4:00,2673.02,2675.12,2666.43,2671.99,4631
2024.11.11,3:00,2683.91,2684.8,2671.89,2672.99,5609
2024.11.11,2:00,2685.62,2686.22,2682.56,2683.98,2530
2024.11.11,1:00,2682.96,2685.68,2678.87,2685.68,2528
2024.11.08,23:00,2685.06,2685.88,2682.74,2684.15,1318
2024.11.08,22:00,2686.96,2688.56,2684.91,2685.02,3200
2024.11.08,21:00,2685.12,2687.53,2683.26,2687.09,3260
2024.11.08,20:00,2687.89,2688.75,2683.83,2684.91,3811
2024.11.08,19:00,2683.43,2688.47,2683.43,2687.89,4348
2024.11.08,18:00,2687.47,2689.22,2682.98,2683.28,5060
2024.11.08,17:00,2690.07,2692.87,2683.46,2687.53,6091
2024.11.08,16:00,2697.69,2704.1,2687.85,2691.54,6059
2024.11.08,15:00,2691.55,2701.04,2687.92,2697.57,5988
